,ID,HHID,SEX,AGE,REGULAR,EDU,WAGE,MARRIAGE,STATUS,FULLTIME,YEAR,SPWK,SPWT,CHILDREN
404,70701,707,0,40,1.0,12.0,130.0,1.0,10,54.0,1,1,,0
408,71101,711,0,53,1.0,12.0,89.0,1.0,10,84.0,1,0,0.0,0
409,71203,712,0,33,1.0,14.0,157.0,1.0,10,45.0,1,0,0.0,2
410,71602,716,1,46,1.0,12.0,55.0,1.0,20,35.0,1,0,0.0,0
411,71702,717,1,55,1.0,16.0,100.0,1.0,20,54.0,1,0,0.0,0
412,72001,720,0,44,1.0,16.0,230.0,1.0,10,57.0,1,1,,0
414,72301,723,0,37,1.0,16.0,230.0,1.0,10,62.0,1,0,0.0,1
415,72401,724,0,44,1.0,16.0,300.0,1.0,10,51.0,1,0,0.0,0
416,72501,725,0,45,1.0,18.0,423.0,1.0,10,55.0,1,0,0.0,1
417,72701,727,0,37,1.0,16.0,130.0,1.0,10,44.0,1,0,0.0,2
418,72801,728,0,45,1.0,12.0,200.0,1.0,10,48.0,1,0,0.0,0
419,72901,729,0,23,1.0,12.0,70.0,0.0,10,57.0,1,0,0.0,0
421,73601,736,0,67,0.0,12.0,118.0,1.0,10,52.0,1,0,0.0,0
422,73701,737,0,42,1.0,12.0,123.0,1.0,10,70.0,1,0,0.0,1
423,73901,739,0,44,1.0,12.0,280.0,1.0,10,55.0,1,1,48.0,0
424,73902,739,1,39,1.0,12.0,170.0,1.0,20,48.0,1,1,55.0,0
425,74001,740,0,41,1.0,16.0,220.0,1.0,10,50.0,1,0,0.0,0
426,74101,741,0,53,1.0,16.0,180.0,1.0,10,48.0,1,0,0.0,0
427,74201,742,0,43,1.0,18.0,250.0,1.0,10,46.0,1,0,0.0,0
428,74301,743,0,35,1.0,16.0,133.0,1.0,10,57.0,1,0,0.0,3
429,74401,744,0,40,1.0,18.0,265.0,1.0,10,44.0,1,1,44.0,1
430,74402,744,1,40,1.0,18.0,300.0,1.0,20,44.0,1,1,44.0,1
432,74701,747,0,28,1.0,12.0,90.0,0.0,10,40.0,1,0,0.0,0
433,74801,748,1,29,1.0,16.0,130.0,1.0,10,60.0,1,0,0.0,0
435,75001,750,0,54,0.0,9.0,55.0,1.0,10,48.0,1,0,0.0,0
436,75201,752,0,35,1.0,16.0,180.0,1.0,10,44.0,1,0,0.0,2
437,75301,753,0,36,1.0,12.0,135.0,1.0,10,72.0,1,1,85.0,0
438,75302,753,1,34,1.0,9.0,90.0,1.0,20,85.0,1,1,72.0,0
439,75401,754,0,52,1.0,12.0,80.0,1.0,10,54.0,1,0,0.0,0
440,75501,755,0,34,1.0,12.0,160.0,1.0,10,48.0,1,1,54.0,2
441,75502,755,1,28,0.0,16.0,60.0,1.0,20,54.0,1,1,48.0,2
443,75701,757,0,56,1.0,9.0,150.0,1.0,10,46.0,1,0,0.0,0
444,75804,758,0,36,1.0,16.0,150.0,1.0,10,60.0,1,0,0.0,2
445,76101,761,0,52,1.0,16.0,200.0,1.0,10,47.0,1,0,0.0,0
446,76201,762,0,33,1.0,16.0,120.0,1.0,10,52.0,1,1,9.0,2
447,76202,762,1,26,0.0,16.0,62.0,1.0,20,9.0,1,1,52.0,2
448,76502,765,1,39,1.0,21.0,240.0,1.0,20,49.0,1,0,0.0,0
449,76601,766,0,43,1.0,18.0,150.0,1.0,10,45.0,1,1,,0
451,76801,768,0,38,1.0,16.0,120.0,1.0,10,55.0,1,0,0.0,1
453,77701,777,0,41,1.0,6.0,150.0,1.0,10,48.0,1,1,,0
457,78201,782,0,37,0.0,12.0,112.0,1.0,10,62.0,1,1,84.0,0
458,78202,782,1,28,0.0,12.0,90.0,1.0,20,84.0,1,1,62.0,0
459,78401,784,0,30,1.0,16.0,140.0,1.0,10,71.0,1,0,0.0,1
460,78501,785,0,56,1.0,9.0,60.0,1.0,10,48.0,1,0,0.0,0
461,78701,787,0,60,1.0,16.0,340.0,1.0,10,54.0,1,0,0.0,0
462,78801,788,0,37,1.0,16.0,200.0,1.0,10,58.0,1,1,,1
464,78901,789,0,33,1.0,16.0,190.0,1.0,10,50.0,1,1,44.0,2
465,78902,789,1,29,1.0,16.0,150.0,1.0,20,44.0,1,1,50.0,2
467,79901,799,0,42,1.0,12.0,110.0,0.0,10,108.0,1,0,0.0,0
468,80001,800,0,31,1.0,12.0,110.0,1.0,10,60.0,1,0,0.0,1
469,80201,802,0,56,0.0,9.0,100.0,1.0,10,54.0,1,1,58.0,0
470,80202,802,1,50,1.0,0.0,60.0,1.0,20,58.0,1,1,54.0,0
471,80301,803,0,35,1.0,16.0,167.0,1.0,10,45.0,1,0,0.0,2
472,80401,804,0,29,1.0,12.0,80.0,1.0,10,48.0,1,0,0.0,2
473,80501,805,0,34,0.0,12.0,150.0,1.0,10,65.0,1,0,0.0,1
474,80601,806,0,59,1.0,16.0,150.0,1.0,10,60.0,1,0,0.0,0
477,81001,810,0,39,1.0,14.0,100.0,1.0,10,54.0,1,0,0.0,2
478,81101,811,0,48,1.0,9.0,120.0,1.0,10,66.0,1,0,0.0,0
480,81301,813,0,48,1.0,18.0,200.0,1.0,10,30.0,1,1,25.0,0
481,81302,813,1,49,1.0,16.0,50.0,1.0,20,25.0,1,1,30.0,0
482,81502,815,1,42,0.0,12.0,60.0,1.0,20,48.0,1,0,0.0,0
483,81601,816,0,46,1.0,16.0,150.0,1.0,10,54.0,1,1,54.0,2
484,81602,816,1,39,1.0,12.0,70.0,1.0,20,54.0,1,1,54.0,2
485,81701,817,0,52,1.0,12.0,90.0,1.0,10,72.0,1,0,0.0,0
486,81801,818,1,52,0.0,6.0,20.0,0.0,10,46.0,1,0,0.0,0
488,82001,820,0,32,1.0,16.0,110.0,1.0,10,75.0,1,0,0.0,2
489,82101,821,0,39,1.0,12.0,190.0,1.0,10,71.0,1,0,0.0,0
490,82201,822,0,40,1.0,12.0,110.0,1.0,10,44.0,1,0,0.0,0
491,82401,824,0,29,1.0,16.0,145.0,1.0,10,44.0,1,0,0.0,1
493,82901,829,0,52,1.0,6.0,50.0,1.0,10,96.0,1,0,0.0,0
495,83101,831,0,42,1.0,6.0,139.0,1.0,10,84.0,1,0,0.0,0
496,83301,833,0,30,1.0,9.0,90.0,1.0,10,64.0,1,0,0.0,1
497,83601,836,0,28,1.0,12.0,107.0,0.0,10,60.0,1,0,0.0,0
498,83702,837,1,61,0.0,0.0,100.0,1.0,20,63.0,1,0,0.0,0
501,84901,849,0,28,1.0,12.0,170.0,1.0,10,44.0,1,0,0.0,1
502,85001,850,0,33,1.0,12.0,200.0,1.0,10,48.0,1,0,0.0,1
503,85101,851,0,37,1.0,12.0,100.0,1.0,10,44.0,1,0,0.0,1
504,85301,853,0,63,1.0,9.0,75.0,1.0,10,88.0,1,0,0.0,0
505,86101,861,0,54,1.0,18.0,250.0,1.0,10,44.0,1,1,,0
507,86402,864,1,43,1.0,9.0,42.0,1.0,20,44.0,1,0,0.0,0
508,86501,865,0,38,1.0,18.0,300.0,1.0,10,78.0,1,0,0.0,2
509,86802,868,1,37,1.0,16.0,200.0,1.0,20,48.0,1,0,0.0,3
510,87001,870,0,36,1.0,18.0,180.0,1.0,10,58.0,1,0,0.0,2
511,87101,871,0,34,1.0,14.0,100.0,1.0,10,44.0,1,1,44.0,1
512,87102,871,1,33,1.0,12.0,70.0,1.0,20,44.0,1,1,44.0,1
513,87201,872,0,30,1.0,12.0,100.0,1.0,10,64.0,1,0,0.0,0
514,87401,874,0,31,1.0,12.0,75.0,1.0,10,10.0,1,0,0.0,1
515,87501,875,0,32,1.0,12.0,180.0,1.0,10,52.0,1,0,0.0,2
516,88001,880,0,38,1.0,9.0,150.0,1.0,10,83.0,1,0,0.0,1
517,88101,881,0,38,1.0,12.0,120.0,1.0,10,72.0,1,0,0.0,0
518,88501,885,0,44,1.0,6.0,90.0,0.0,10,48.0,1,0,0.0,0
519,88601,886,0,28,1.0,9.0,10.0,1.0,10,92.0,1,0,0.0,1
520,88702,887,1,47,1.0,9.0,49.0,1.0,20,48.0,1,0,0.0,0
521,88801,888,0,45,1.0,12.0,150.0,1.0,10,66.0,1,1,,0
523,88901,889,0,39,1.0,12.0,117.0,1.0,10,70.0,1,1,,2
525,89001,890,1,56,0.0,6.0,40.0,0.0,10,48.0,1,0,0.0,0
526,89101,891,0,55,1.0,16.0,210.0,1.0,10,44.0,1,1,,0
528,89201,892,0,31,1.0,16.0,115.0,1.0,10,78.0,1,0,0.0,2
529,89301,893,1,44,1.0,9.0,47.0,0.0,10,48.0,1,0,0.0,0
530,89401,894,0,51,1.0,12.0,208.0,1.0,10,96.0,1,0,0.0,0
531,89801,898,0,32,1.0,12.0,95.0,0.0,10,44.0,1,0,0.0,0
532,90201,902,1,61,1.0,0.0,48.0,1.0,10,44.0,1,0,0.0,0
535,90601,906,0,31,1.0,12.0,95.0,0.0,10,50.0,1,0,0.0,0
536,90801,908,0,55,1.0,6.0,66.0,1.0,10,48.0,1,0,0.0,0
538,91102,911,1,34,1.0,12.0,70.0,1.0,20,70.0,1,1,,1
539,91201,912,0,42,1.0,12.0,102.0,1.0,10,96.0,1,0,0.0,0
540,91401,914,0,40,1.0,6.0,100.0,1.0,10,54.0,1,0,0.0,0
541,91601,916,0,52,1.0,16.0,250.0,1.0,10,44.0,1,0,0.0,0
542,91701,917,1,32,1.0,18.0,165.0,1.0,10,44.0,1,1,15.0,1
543,91702,917,0,34,0.0,18.0,150.0,1.0,20,15.0,1,1,44.0,1
544,91901,919,0,42,1.0,14.0,150.0,1.0,10,44.0,1,1,44.0,0
545,91902,919,1,40,0.0,12.0,60.0,1.0,20,44.0,1,1,44.0,0
548,92301,923,0,31,1.0,12.0,70.0,1.0,10,44.0,1,0,0.0,2
549,92701,927,0,30,1.0,12.0,250.0,1.0,10,51.0,1,0,0.0,1
550,92801,928,0,46,1.0,16.0,150.0,1.0,10,50.0,1,0,0.0,0
551,92901,929,0,37,1.0,16.0,300.0,1.0,10,40.0,1,0,0.0,2
552,93101,931,0,52,1.0,9.0,110.0,1.0,10,42.0,1,0,0.0,0
553,93201,932,0,30,1.0,12.0,110.0,1.0,10,44.0,1,0,0.0,2
556,94102,941,1,50,1.0,6.0,70.0,1.0,20,44.0,1,0,0.0,0
557,94201,942,1,29,1.0,12.0,60.0,0.0,10,48.0,1,0,0.0,0
558,94501,945,0,25,1.0,14.0,100.0,0.0,10,54.0,1,0,0.0,0
559,94701,947,0,59,1.0,9.0,120.0,1.0,10,48.0,1,0,0.0,0
562,95001,950,1,43,1.0,9.0,90.0,0.0,10,63.0,1,0,0.0,0
563,95201,952,0,30,1.0,12.0,120.0,1.0,10,54.0,1,0,0.0,1
564,95301,953,0,25,1.0,16.0,110.0,0.0,10,55.0,1,0,0.0,0
565,95401,954,1,48,0.0,12.0,80.0,0.0,10,72.0,1,0,0.0,0
566,95701,957,0,50,1.0,16.0,220.0,1.0,10,50.0,1,0,0.0,1
567,95802,958,1,34,0.0,9.0,90.0,1.0,20,88.0,1,0,0.0,2
568,95901,959,0,33,1.0,12.0,130.0,1.0,10,43.0,1,0,0.0,1
569,96101,961,0,43,1.0,16.0,200.0,1.0,10,56.0,1,0,0.0,0
570,96601,966,0,46,1.0,18.0,200.0,1.0,10,44.0,1,0,0.0,0
573,96901,969,0,33,1.0,16.0,100.0,1.0,10,54.0,1,0,0.0,1
574,97401,974,0,39,1.0,12.0,200.0,1.0,10,54.0,1,0,0.0,1
575,97601,976,0,30,1.0,16.0,120.0,1.0,10,68.0,1,0,0.0,1
576,97701,977,0,27,1.0,16.0,160.0,1.0,10,56.0,1,0,0.0,0
579,98001,980,0,36,1.0,12.0,200.0,1.0,10,54.0,1,0,0.0,2
580,98201,982,0,31,1.0,16.0,160.0,1.0,10,44.0,1,1,44.0,1
581,98202,982,1,29,1.0,14.0,100.0,1.0,20,44.0,1,1,44.0,1
582,98301,983,0,46,1.0,16.0,400.0,1.0,10,48.0,1,0,0.0,0
583,98601,986,0,52,1.0,12.0,190.0,1.0,10,64.0,1,1,35.0,0
584,98602,986,1,47,1.0,12.0,55.0,1.0,20,35.0,1,1,64.0,0
585,98901,989,0,27,1.0,16.0,110.0,,10,48.0,1,0,0.0,0
586,99101,991,0,40,1.0,16.0,250.0,1.0,10,21.0,1,0,0.0,0
587,99201,992,0,46,1.0,9.0,100.0,1.0,10,60.0,1,0,0.0,1
589,99502,995,1,59,0.0,0.0,22.0,1.0,20,55.0,1,0,0.0,1
590,99801,998,1,37,0.0,18.0,100.0,0.0,10,15.0,1,0,0.0,0
591,99902,999,1,60,0.0,9.0,36.0,1.0,20,27.0,1,0,0.0,1
592,100101,1001,0,56,1.0,12.0,90.0,1.0,10,60.0,1,0,0.0,0
593,100203,1002,0,37,1.0,12.0,100.0,1.0,10,44.0,1,0,0.0,2
594,100401,1004,0,38,1.0,18.0,150.0,1.0,10,59.0,1,0,0.0,2
595,100701,1007,1,26,1.0,14.0,81.0,0.0,10,54.0,1,0,0.0,0
596,100801,1008,0,29,1.0,16.0,85.0,1.0,10,48.0,1,0,0.0,0
597,100901,1009,1,43,1.0,12.0,94.0,0.0,10,48.0,1,0,0.0,0
598,101201,1012,0,32,1.0,16.0,95.0,0.0,10,47.0,1,0,0.0,0
599,101301,1013,0,53,1.0,16.0,200.0,1.0,10,44.0,1,0,0.0,0
600,101501,1015,0,34,1.0,18.0,190.0,1.0,10,56.0,1,0,0.0,2
601,101702,1017,1,31,1.0,16.0,150.0,1.0,20,50.0,1,0,0.0,2
603,101802,1018,1,32,0.0,16.0,100.0,1.0,20,40.0,1,1,,1
604,101901,1019,0,32,1.0,16.0,180.0,1.0,10,68.0,1,1,51.0,1
605,101902,1019,1,31,1.0,16.0,200.0,1.0,20,51.0,1,1,68.0,1
606,102001,1020,0,29,1.0,18.0,150.0,1.0,10,50.0,1,0,0.0,2
607,102101,1021,0,37,1.0,16.0,100.0,1.0,10,64.0,1,0,0.0,2
609,102202,1022,1,39,1.0,12.0,52.0,1.0,20,40.0,1,1,,0
610,102301,1023,0,62,0.0,6.0,95.0,1.0,10,56.0,1,0,0.0,0
611,102402,1024,1,48,1.0,12.0,50.0,1.0,20,55.0,1,0,0.0,0
613,102701,1027,0,30,1.0,12.0,180.0,1.0,10,63.0,1,1,84.0,2
614,102702,1027,1,28,0.0,12.0,20.0,1.0,20,84.0,1,1,63.0,2
615,102901,1029,0,35,1.0,12.0,150.0,1.0,10,52.0,1,0,0.0,3
617,103101,1031,1,28,1.0,14.0,85.0,0.0,10,47.0,1,0,0.0,0
618,103302,1033,1,44,1.0,6.0,100.0,1.0,20,88.0,1,0,0.0,0
619,103801,1038,0,49,0.0,9.0,60.0,1.0,10,96.0,1,0,0.0,0
620,104101,1041,0,45,1.0,12.0,185.0,1.0,10,49.0,1,0,0.0,0
622,104602,1046,1,37,1.0,6.0,50.0,1.0,20,78.0,1,0,0.0,0
623,105001,1050,0,33,1.0,16.0,200.0,1.0,10,50.0,1,0,0.0,2
624,105101,1051,0,34,1.0,16.0,245.0,1.0,10,44.0,1,0,0.0,2
625,105201,1052,0,34,1.0,14.0,176.0,1.0,10,44.0,1,1,46.0,1
626,105202,1052,1,30,1.0,14.0,105.0,1.0,20,46.0,1,1,44.0,1
627,105601,1056,0,30,0.0,12.0,100.0,1.0,10,46.0,1,0,0.0,0
628,105701,1057,0,46,1.0,12.0,100.0,1.0,10,58.0,1,1,,1
630,105801,1058,0,36,1.0,16.0,146.0,1.0,10,44.0,1,1,30.0,1
631,105802,1058,1,34,0.0,16.0,60.0,1.0,20,30.0,1,1,44.0,1
632,105902,1059,1,40,1.0,12.0,50.0,1.0,20,42.0,1,0,0.0,1
634,106101,1061,0,42,1.0,12.0,160.0,1.0,10,66.0,1,1,54.0,0
635,106102,1061,1,38,0.0,9.0,60.0,1.0,20,54.0,1,1,66.0,0
636,106201,1062,0,40,0.0,9.0,70.0,1.0,10,47.0,1,1,47.0,1
637,106202,1062,1,26,0.0,12.0,50.0,1.0,20,47.0,1,1,47.0,1
638,106601,1066,1,42,1.0,9.0,63.0,0.0,10,42.0,1,0,0.0,0
639,106701,1067,0,51,0.0,16.0,100.0,1.0,10,42.0,1,0,0.0,0
640,106901,1069,0,50,1.0,6.0,120.0,1.0,10,44.0,1,0,0.0,0
641,107101,1071,0,49,1.0,12.0,150.0,1.0,10,59.0,1,1,45.0,0
642,107102,1071,1,39,1.0,12.0,55.0,1.0,20,45.0,1,1,59.0,0
643,107201,1072,0,40,1.0,21.0,350.0,1.0,10,42.0,1,0,0.0,1
644,107301,1073,1,72,0.0,0.0,24.0,0.0,10,39.0,1,0,0.0,0
646,107801,1078,1,30,1.0,12.0,150.0,0.0,10,82.0,1,0,0.0,0
647,107901,1079,0,30,1.0,12.0,150.0,1.0,10,62.0,1,0,0.0,2
648,108201,1082,0,38,1.0,18.0,150.0,1.0,10,54.0,1,1,66.0,1
649,108202,1082,1,35,1.0,16.0,165.0,1.0,20,66.0,1,1,54.0,1
651,108401,1084,0,47,1.0,9.0,150.0,1.0,10,66.0,1,1,44.0,0
652,108402,1084,1,43,1.0,6.0,50.0,1.0,20,44.0,1,1,66.0,0
653,108501,1085,0,31,1.0,16.0,100.0,1.0,10,49.0,1,0,0.0,2
655,108701,1087,0,65,0.0,16.0,100.0,1.0,10,40.0,1,0,0.0,0
657,109001,1090,1,24,1.0,16.0,85.0,0.0,10,68.0,1,0,0.0,0
658,109101,1091,0,36,1.0,18.0,210.0,1.0,10,64.0,1,1,39.0,0
659,109102,1091,1,32,1.0,16.0,110.0,1.0,20,39.0,1,1,64.0,0
660,109401,1094,0,30,1.0,12.0,90.0,1.0,10,45.0,1,0,0.0,1
661,109601,1096,0,32,1.0,16.0,170.0,1.0,10,47.0,1,0,0.0,2
662,110001,1100,0,31,1.0,18.0,270.0,1.0,10,84.0,1,0,0.0,1
663,110101,1101,0,39,1.0,16.0,130.0,1.0,10,64.0,1,0,0.0,0
664,110301,1103,0,39,1.0,12.0,300.0,1.0,10,60.0,1,0,0.0,1
665,110401,1104,0,52,1.0,16.0,320.0,1.0,10,53.0,1,0,0.0,0
666,110601,1106,0,37,1.0,16.0,100.0,1.0,10,51.0,1,0,0.0,1
667,110802,1108,1,38,0.0,6.0,80.0,1.0,20,48.0,1,0,0.0,0
668,111001,1110,0,33,1.0,12.0,150.0,1.0,10,90.0,1,0,0.0,1
669,111201,1112,0,52,1.0,16.0,500.0,1.0,10,49.0,1,0,0.0,0
672,111901,1119,0,47,1.0,21.0,380.0,1.0,10,43.0,1,0,0.0,0
673,112001,1120,0,60,1.0,16.0,250.0,1.0,10,44.0,1,0,0.0,0
674,112201,1122,0,27,1.0,16.0,155.0,1.0,10,46.0,1,1,50.0,0
675,112202,1122,1,25,1.0,16.0,55.0,1.0,20,50.0,1,1,46.0,0
676,112501,1125,0,43,1.0,12.0,100.0,1.0,10,72.0,1,1,44.0,0
677,112502,1125,1,40,1.0,12.0,55.0,1.0,20,44.0,1,1,72.0,0
678,113001,1130,0,43,1.0,16.0,245.0,1.0,10,48.0,1,0,0.0,0
680,113701,1137,0,48,1.0,18.0,300.0,1.0,10,52.0,1,0,0.0,0
681,113901,1139,0,38,1.0,14.0,150.0,1.0,10,54.0,1,0,0.0,1
682,114001,1140,0,29,1.0,16.0,170.0,1.0,10,60.0,1,1,44.0,1
683,114002,1140,1,29,1.0,16.0,200.0,1.0,20,44.0,1,1,60.0,1
684,114201,1142,0,54,1.0,16.0,200.0,1.0,10,44.0,1,0,0.0,0
685,114302,1143,1,41,1.0,9.0,100.0,1.0,20,44.0,1,0,0.0,0
686,114401,1144,0,38,1.0,12.0,210.0,1.0,10,71.0,1,0,0.0,0
688,114602,1146,1,50,1.0,16.0,350.0,1.0,20,50.0,1,0,0.0,0
689,115001,1150,1,41,0.0,9.0,90.0,0.0,10,140.0,1,0,0.0,0
690,115101,1151,1,44,1.0,12.0,50.0,0.0,10,36.0,1,0,0.0,0
691,115301,1153,0,43,1.0,16.0,500.0,1.0,10,48.0,1,0,0.0,2
692,115701,1157,0,32,1.0,16.0,100.0,1.0,10,38.0,1,0,0.0,2
693,115801,1158,1,28,1.0,16.0,170.0,0.0,10,52.0,1,0,0.0,0
694,115901,1159,0,54,1.0,16.0,140.0,1.0,10,40.0,1,0,0.0,0
696,116102,1161,1,48,1.0,6.0,100.0,1.0,20,48.0,1,1,,0
697,116402,1164,1,50,1.0,12.0,60.0,1.0,20,52.0,1,0,0.0,0
698,116601,1166,0,37,1.0,12.0,200.0,1.0,10,48.0,1,0,0.0,1
699,116701,1167,0,33,1.0,18.0,290.0,1.0,10,55.0,1,0,0.0,2
701,117001,1170,0,30,1.0,16.0,140.0,0.0,10,47.0,1,0,0.0,0
702,117101,1171,0,66,1.0,0.0,75.0,1.0,10,60.0,1,0,0.0,0
704,117601,1176,0,43,1.0,16.0,130.0,1.0,10,86.0,1,1,30.0,0
705,117602,1176,1,40,1.0,12.0,50.0,1.0,20,30.0,1,1,86.0,0
706,117701,1177,0,49,1.0,16.0,300.0,1.0,10,48.0,1,0,0.0,0
707,117901,1179,0,49,1.0,16.0,600.0,1.0,10,36.0,1,0,0.0,0
708,118001,1180,0,46,1.0,16.0,300.0,1.0,10,49.0,1,1,2.0,0
709,118002,1180,1,45,0.0,18.0,16.0,1.0,20,2.0,1,1,49.0,0
712,118901,1189,0,44,1.0,18.0,220.0,1.0,10,50.0,1,0,0.0,0
713,119301,1193,0,55,1.0,14.0,360.0,1.0,10,48.0,1,0,0.0,0
714,119401,1194,0,45,1.0,18.0,450.0,1.0,10,44.0,1,1,32.0,0
715,119402,1194,1,44,1.0,21.0,300.0,1.0,20,32.0,1,1,44.0,0
716,119501,1195,0,36,1.0,12.0,110.0,1.0,10,72.0,1,0,0.0,2
717,119601,1196,0,59,1.0,9.0,100.0,1.0,10,41.0,1,0,0.0,0
718,119701,1197,1,66,1.0,6.0,35.0,0.0,10,41.0,1,0,0.0,0
721,120201,1202,0,46,1.0,16.0,200.0,1.0,10,52.0,1,0,0.0,1
722,120401,1204,0,47,1.0,12.0,170.0,1.0,10,51.0,1,1,35.0,0
723,120402,1204,1,45,0.0,12.0,65.0,1.0,20,35.0,1,1,51.0,0
724,120801,1208,0,45,1.0,12.0,150.0,1.0,10,74.0,1,1,,0
726,121102,1211,1,44,1.0,6.0,90.0,1.0,20,66.0,1,0,0.0,0
728,121601,1216,1,65,1.0,0.0,40.0,0.0,10,57.0,1,0,0.0,0
729,121701,1217,1,43,1.0,16.0,100.0,0.0,10,45.0,1,0,0.0,0
731,122101,1221,0,50,1.0,14.0,150.0,1.0,10,84.0,1,0,0.0,0
732,122201,1222,0,41,1.0,12.0,200.0,1.0,10,46.0,1,1,6.0,1
733,122202,1222,1,41,0.0,12.0,24.0,1.0,20,6.0,1,1,46.0,1
734,122301,1223,0,30,1.0,18.0,100.0,1.0,10,55.0,1,1,47.0,1
735,122302,1223,1,28,1.0,18.0,140.0,1.0,20,47.0,1,1,55.0,1
736,122401,1224,0,37,1.0,12.0,200.0,1.0,10,45.0,1,1,30.0,1
737,122402,1224,1,39,1.0,12.0,80.0,1.0,20,30.0,1,1,45.0,1
739,122601,1226,0,55,0.0,6.0,120.0,1.0,10,54.0,1,0,0.0,0
740,122801,1228,0,28,1.0,12.0,120.0,0.0,10,82.0,1,0,0.0,0
741,122901,1229,0,34,1.0,12.0,70.0,1.0,10,82.0,1,0,0.0,1
742,123101,1231,0,29,1.0,16.0,165.0,1.0,10,51.0,1,0,0.0,1
744,123401,1234,0,49,1.0,12.0,70.0,1.0,10,66.0,1,0,0.0,0
745,123501,1235,0,55,1.0,6.0,190.0,1.0,10,70.0,1,0,0.0,0
746,123601,1236,1,56,0.0,0.0,15.0,0.0,10,35.0,1,0,0.0,0
747,123801,1238,0,46,1.0,18.0,195.0,1.0,10,44.0,1,1,44.0,0
748,123802,1238,1,44,1.0,16.0,220.0,1.0,20,44.0,1,1,44.0,0
749,123901,1239,0,49,1.0,16.0,300.0,1.0,10,43.0,1,0,0.0,0
750,124001,1240,0,53,1.0,21.0,300.0,1.0,10,40.0,1,0,0.0,1
752,124701,1247,0,39,1.0,16.0,200.0,1.0,10,56.0,1,0,0.0,0
753,124801,1248,0,52,1.0,6.0,142.0,1.0,10,60.0,1,0,0.0,0
754,125301,1253,1,27,1.0,12.0,90.0,0.0,10,45.0,1,0,0.0,0
755,125502,1255,1,50,1.0,12.0,150.0,1.0,20,40.0,1,0,0.0,0
756,126001,1260,0,49,1.0,9.0,125.0,1.0,10,52.0,1,0,0.0,0
757,126301,1263,0,39,1.0,12.0,100.0,1.0,10,82.0,1,0,0.0,2
758,126402,1264,1,32,0.0,12.0,53.0,1.0,20,54.0,1,0,0.0,2
759,126701,1267,0,45,1.0,16.0,200.0,1.0,10,44.0,1,0,0.0,0
760,126901,1269,0,40,1.0,18.0,200.0,1.0,10,72.0,1,1,,1
762,127001,1270,0,40,1.0,21.0,185.0,1.0,10,44.0,1,1,40.0,2
763,127002,1270,1,34,1.0,18.0,190.0,1.0,20,40.0,1,1,44.0,2
764,127101,1271,0,45,1.0,16.0,190.0,1.0,10,44.0,1,1,44.0,0
765,127102,1271,1,38,1.0,16.0,190.0,1.0,20,44.0,1,1,44.0,0
766,127401,1274,0,34,1.0,16.0,130.0,1.0,10,50.0,1,1,46.0,1
767,127402,1274,1,34,1.0,16.0,200.0,1.0,20,46.0,1,1,50.0,1
768,127501,1275,0,51,1.0,12.0,100.0,1.0,10,55.0,1,0,0.0,0
769,127701,1277,0,27,1.0,14.0,130.0,0.0,10,46.0,1,0,0.0,0
770,127803,1278,0,60,0.0,12.0,70.0,1.0,10,48.0,1,0,0.0,0
771,127901,1279,0,61,1.0,12.0,50.0,1.0,10,72.0,1,0,0.0,0
772,128201,1282,0,31,1.0,12.0,120.0,1.0,10,50.0,1,0,0.0,2
773,128401,1284,0,41,1.0,16.0,150.0,1.0,10,58.0,1,1,53.0,1
774,128402,1284,1,34,1.0,16.0,100.0,1.0,20,53.0,1,1,58.0,1
775,128501,1285,0,50,1.0,18.0,274.0,1.0,10,54.0,1,1,52.0,0
776,128502,1285,1,42,1.0,12.0,90.0,1.0,20,52.0,1,1,54.0,0
777,128702,1287,1,52,1.0,12.0,80.0,1.0,20,78.0,1,0,0.0,0
778,128801,1288,0,49,1.0,12.0,250.0,1.0,10,56.0,1,0,0.0,0
779,128901,1289,0,51,1.0,16.0,150.0,1.0,10,58.0,1,0,0.0,0
780,129001,1290,0,46,1.0,18.0,250.0,1.0,10,54.0,1,0,0.0,0
781,129101,1291,0,53,1.0,12.0,170.0,1.0,10,58.0,1,0,0.0,0
782,129401,1294,0,40,1.0,16.0,240.0,1.0,10,48.0,1,0,0.0,0
783,129501,1295,0,44,1.0,12.0,100.0,1.0,10,48.0,1,0,0.0,0
784,129601,1296,1,43,1.0,14.0,150.0,0.0,10,44.0,1,0,0.0,1
785,129701,1297,0,48,1.0,18.0,450.0,1.0,10,44.0,1,0,0.0,0
786,130001,1300,0,51,1.0,16.0,320.0,1.0,10,52.0,1,0,0.0,0
787,130201,1302,0,42,1.0,16.0,350.0,1.0,10,59.0,1,0,0.0,0
788,130301,1303,0,35,1.0,16.0,150.0,1.0,10,82.0,1,1,45.0,2
789,130302,1303,1,30,0.0,16.0,80.0,1.0,20,45.0,1,1,82.0,2
791,130901,1309,0,33,1.0,14.0,130.0,1.0,10,69.0,1,0,0.0,2
792,131001,1310,0,32,1.0,9.0,150.0,1.0,10,54.0,1,0,0.0,3
793,131301,1313,0,61,0.0,12.0,30.0,0.0,10,60.0,1,0,0.0,0
794,131401,1314,1,60,0.0,0.0,70.0,0.0,10,60.0,1,0,0.0,0
795,131801,1318,0,42,1.0,16.0,200.0,1.0,10,49.0,1,0,0.0,1
